date,potential_evaporation_sum,runoff_sum,snow_depth,snowfall_sum,snowmelt_sum,temperature_2m,total_evaporation_sum,total_precipitation_sum
1960-05-22,-0.014384864072494322,0.0007467621506141325,-7.3453647229951e-24,0.0,1.5843188625642626e-09,294.8567019349314,-0.004035597434649719,1.3590152627728847e-06
1960-05-23,-0.009602785734413881,0.0007334708775988551,-7.3453647229951e-24,0.0,2.140971435897652e-09,295.2266100208553,-0.003772609307444449,0.0
1960-05-24,-0.008987425106205964,0.0007287912034048824,-7.3453647229951e-24,0.0,1.5843188625642626e-09,297.3041453619897,-0.0034524217899429984,0.0007607215877774492
1960-05-25,-0.01239034412382859,0.0007082011997210374,-7.3453647229951e-24,0.0,2.140971435897652e-09,298.1139827012103,-0.0037949124920030543,2.0645766814158272e-05
1960-05-26,-0.009355574662755866,0.0006955435319095607,-7.3453647229951e-24,0.0,2.0308643334800582e-09,296.58848834755526,-0.002653913973098123,3.748740170539991e-05
1960-05-27,-0.01109125956966372,0.0006844915437385172,-7.3453647229951e-24,0.0,1.939108414798731e-09,292.8244748911574,-0.0027584451448007174,3.181522691567198e-05
1960-05-28,-0.0063412798253577735,0.000674878214967662,-7.3453647229951e-24,0.0,1.939108414798731e-09,291.7983608684321,-0.002050137225299927,0.00016698164894038216
1960-05-29,-0.006599536780359711,0.0007415249429900073,-7.3453647229951e-24,0.0,1.786181883663184e-09,293.24828780225937,-0.002439906155424459,0.005159125607878371
1960-05-30,-0.010449443091997766,0.0006547695016626068,-7.3453647229951e-24,0.0,3.725290298461914e-09,293.0607976657677,-0.0037518613795904307,0.00023215844708860902
1960-05-31,-0.009778218597711994,0.0006400910993710724,-7.3453647229951e-24,0.0,0.0,294.3614878088123,-0.003649765180579841,8.52346317969932e-07
1960-06-01,-0.0113933306854151,0.0006271405221989198,-7.3453647229951e-24,0.0,1.939108414798731e-09,296.26328939574626,-0.0036399893398428797,4.261732051702438e-07
1960-06-02,-0.010056462512031959,0.0006198653055137799,-7.3453647229951e-24,0.0,1.786181883663184e-09,296.1364706088496,-0.003084057813574529,0.0005773866998056137
1960-06-03,-0.010541208883615944,0.0006031586814592234,-7.3453647229951e-24,0.0,2.5997510293042916e-09,296.7856982857006,-0.003319281743677282,1.3074611047159124e-06
1960-06-04,-0.011791384450124795,0.0005925040575866825,-7.3453647229951e-24,0.0,1.125539269157623e-09,299.50885047035666,-0.0034881890346166143,0.0001983493321830612
1960-06-05,-0.010947093489917827,0.0005807329232273823,-7.3453647229951e-24,0.0,2.5997510293042916e-09,299.88616426172456,-0.003254763129028096,0.00029082163214096303
1960-06-06,-0.014281498020505674,0.0005666633642757272,-7.3453647229951e-24,0.0,1.125539269157623e-09,295.4609582104446,-0.0033419847332418267,0.0
1960-06-07,-0.012086825564577077,0.0005554719315765332,-7.3453647229951e-24,0.0,2.1409714358976525e-10,293.752989136853,-0.0026876226813824507,8.61233531547885e-05
1960-06-08,-0.013938574466016299,0.0005436773077020506,-7.3453647229951e-24,0.0,1.694425964981856e-09,293.700994551084,-0.0031589513051221143,0.0
1960-06-09,-0.012679329120564738,0.0005316870112724493,-7.3453647229951e-24,0.0,1.8167671898902931e-09,294.94671453487445,-0.003272658868498599,4.3874808852706337e-07
1960-06-10,-0.01116892656277749,0.0005194518121788265,-7.3453647229951e-24,0.0,1.908523108571621e-09,298.0592553379371,-0.003218993769380554,8.612870487922919e-07
1960-06-11,-0.010951700787043142,0.0005105217591490848,-7.3453647229951e-24,0.0,1.8167671898902931e-09,300.6856235907126,-0.002918421425390225,0.00041478768340851084
1960-06-12,-0.012310006226029109,0.0005700578439020368,-7.3453647229951e-24,0.0,1.908523108571621e-09,300.67305446806415,-0.0030648388008301095,0.006304317544146789
1960-06-13,-0.006342204578208612,0.0006882764142135096,-7.3453647229951e-24,0.0,1.8075915980221605e-09,296.3623827729124,-0.002810580169626058,0.015443774769067378
1960-06-14,-0.007990122318561443,0.0005113603348410972,-7.3453647229951e-24,0.0,1.939108414798731e-09,292.67868761815333,-0.003020464269863365,0.0028473995503671664
1960-06-15,-0.011786266084766546,0.00047062148993042707,-7.3453647229951e-24,0.0,1.786181883663184e-09,295.03644043119084,-0.00358647638733066,2.991091601868482e-06
1960-06-16,-0.015274094451335074,0.00047112370065867615,-7.3453647229951e-24,0.0,5.664398713260645e-09,298.4684878820661,-0.003335151442117097,0.0011059851824616114
1960-06-17,-0.014241878181842749,0.0004616784931990901,-7.3453647229951e-24,0.0,0.0,292.95337678881117,-0.0036645558385915568,0.0010384345680445105
1960-06-18,-0.009777192937818851,0.0004425902769874862,-7.3453647229951e-24,0.0,4.281942871795305e-10,292.6242722113014,-0.0034139079832409217,8.589822083271197e-07
1960-06-19,-0.007464708402532665,0.00045082966486612963,-7.3453647229951e-24,0.0,2.4468244981687455e-10,295.7160448774851,-0.003039042910404981,0.0017901897006869624
1960-06-20,-0.010615357636720288,0.0004248389567451916,-7.3453647229951e-24,0.0,3.48060784864504e-09,298.34296783046375,-0.0033557447795993203,3.7102438363422422e-06
1960-06-21,-0.010683013129312614,0.000415558958875722,-7.3453647229951e-24,0.0,1.7250112712089655e-09,300.23325471611844,-0.00339452888700371,1.8811373054953817e-05
1960-06-22,-0.01169220847498216,0.00040715245288385355,-7.3453647229951e-24,0.0,2.000279027252949e-09,302.1253737317583,-0.00325018803364244,0.00012739847087789985
1960-06-23,-0.010539151740387352,0.0006239676269991645,-7.3453647229951e-24,0.0,3.725290298461914e-09,299.5880347723249,-0.0037534357872845117,0.01774838885838047
1960-06-24,-0.011076932005302855,0.00040466696855861377,-7.3453647229951e-24,0.0,1.939108414798731e-09,296.2019494677347,-0.003600449657621251,0.0012566369546799811
1960-06-25,-0.009917039503702783,0.0003832254944176511,-7.3453647229951e-24,0.0,0.0,294.38984992534137,-0.003542902406873962,0.0
1960-06-26,-0.009027599762323849,0.00037753129338200273,-7.3453647229951e-24,0.0,3.725290298461914e-09,296.06981707271757,-0.0031498006876857806,0.0003119107635541895
1960-06-27,-0.007195020666459121,0.0004466235246172876,-7.3453647229951e-24,0.0,3.725290298461914e-09,296.46000948563005,-0.002826476848893761,0.006494357814929757
1960-06-28,-0.010968160379696364,0.0003702944429049939,-7.3453647229951e-24,0.0,0.0,297.05314888560065,-0.004087730755873502,0.0009469071337211345
1960-06-29,-0.011285105386782556,0.00035640034573810247,-7.3453647229951e-24,0.0,5.095512017436412e-09,301.31041612713864,-0.0036531676597929947,0.0002580344530161966
1960-06-30,-0.011572117875949507,0.00034740484015303503,-7.3453647229951e-24,0.0,2.1409714358976525e-10,301.53444138157874,-0.0037030104107310625,6.57645395847806e-05
1960-07-01,-0.00979280152491161,0.00038439404886148645,-7.3453647229951e-24,0.0,3.93938744205168e-09,300.01069103673177,-0.0033423985478472835,0.004165905352465977
1960-07-02,-0.008956261162687407,0.0003334801332116715,-7.3453647229951e-24,0.0,3.5111931548721496e-09,298.9014278562199,-0.003222945600454444,6.091639064825493e-06
1960-07-03,-0.012494737218166222,0.000337574649326907,-7.3453647229951e-24,0.0,5.8662617343595665e-09,301.16015481452973,-0.0037958654766208047,0.0012599889820319858
1960-07-04,-0.009359429059748972,0.0003198262163375203,-7.3453647229951e-24,0.0,1.3396364127473882e-09,296.5648180904712,-0.0025462397283986093,6.772685459414545e-06
1960-07-05,-0.010945703840412336,0.0003137368286771728,-7.3453647229951e-24,0.0,2.1409714358976525e-10,294.84184750899897,-0.0035713519105819262,8.54508623731488e-07
1960-07-06,-0.009928378015022561,0.00030663315885759933,-7.3453647229951e-24,0.0,2.850550540366588e-09,296.6304874879517,-0.003309703132287525,9.614684306653368e-06
1960-07-07,-0.01199100400230959,0.00029977008529093077,-7.3453647229951e-24,0.0,2.000279027252949e-09,296.3570074207743,-0.003269056821691579,8.715539471239755e-07
1960-07-08,-0.009863940475903124,0.00029295330564376766,-7.3453647229951e-24,0.0,1.7250112712089655e-09,296.228726143255,-0.002981047921359833,2.5895278668031096e-06
1960-07-09,-0.006218203292985268,0.00028671992236170275,-7.3453647229951e-24,0.0,0.0,296.9036584727805,-0.002001597884008646,1.5770861402971462e-06
1960-07-10,-0.007294219115684774,0.00030408146346143903,-7.3453647229951e-24,0.0,3.725290298461914e-09,297.564866459037,-0.0027819030011326617,0.002904854853953979
1960-07-11,-0.007253039597681983,0.0003135620520032686,-7.3453647229951e-24,0.0,0.0,298.4858412124058,-0.003152802074251602,0.0036401399888831673
1960-07-12,-0.009830966665239759,0.0002711548153402771,-7.3453647229951e-24,0.0,3.725290298461914e-09,300.2017326083547,-0.0035043274050911865,1.2883476756542223e-06
1960-07-13,-0.009479516037481369,0.0002900866060617131,-7.3453647229951e-24,0.0,0.0,300.05055446134094,-0.0032738234025039307,0.003251750285149718
1960-07-14,-0.011506091320064464,0.000260439069791772,-7.3453647229951e-24,0.0,3.725290298461914e-09,295.66589495153073,-0.002860055019091112,6.934045236976183e-05
1960-07-15,-0.009770766903809923,0.00025470246528757034,-7.3453647229951e-24,0.0,3.725290298461914e-09,295.0773019065086,-0.002818439987737362,6.761630471498027e-07
1960-07-16,-0.009921429473876173,0.00024915864608557943,-7.3453647229951e-24,0.0,0.0,295.87176899630714,-0.003092009757686719,8.663037647238525e-07
1960-07-17,-0.0103112436182589,0.0002433466304503443,-7.3453647229951e-24,0.0,2.1409714358976525e-10,296.982467031244,-0.0030344699575200265,8.52346317969932e-07
1960-07-18,-0.009815748077503763,0.00023764552936961114,-7.3453647229951e-24,0.0,2.4468244981687455e-10,298.005925269876,-0.00260262545779323,8.523463748133508e-07
1960-07-19,-0.01018425061295577,0.00023242332077965956,-7.3453647229951e-24,0.0,3.48060784864504e-09,299.0026066763909,-0.002921197779036215,3.875626134686172e-06
1960-07-20,-0.010022465182446887,0.00022683367255481798,-7.3453647229951e-24,0.0,2.4468244981687455e-10,300.32052314562037,-0.0026265472641645985,1.1534698124333896e-05
1960-07-21,-0.012648393685986064,0.00022145051184937678,-7.3453647229951e-24,0.0,3.48060784864504e-09,300.56830544202927,-0.002841750832736395,3.2009064011356396e-06
1960-07-22,-0.007794996518611126,0.00021842413250057182,-7.3453647229951e-24,0.0,2.4468244981687455e-10,300.4517480853352,-0.001905433647028723,0.00037078077374224993
1960-07-23,-0.008740393827212074,0.0002329453263180989,-7.3453647229951e-24,0.0,3.48060784864504e-09,301.064911033785,-0.002708608454341079,0.00267092939863847
1960-07-24,-0.008212884401746574,0.00021468819851554283,-7.3453647229951e-24,0.0,2.3856538857145266e-09,300.3591601993456,-0.002951910011225636,0.0012567184138829878
